region,name,address,repair,note,lat,lng
대전/세종,LG전자 세종서비스센터,세종특별자치시 한누리대로 2130 LG BEST SHOP 세종점 3층,"가전 전 제품, PC, 에어컨",,36.4800579897497,127.289039408864
충청,LG전자 청주서비스센터,충청북도 청주시 흥덕구 가경로 96 LG BEST SHOP 청주본점 4층,"가전 전 제품, PC, 에어컨",,36.6238605456575,127.439917602012
충청,LG전자 오창서비스센터,충청북도 청주시 청원구 오창읍 중심상업로 76 LG BEST SHOP 오창점 3층,"가전 전 제품, PC, 에어컨",,36.7166443560487,127.42961964656166
충청,LG전자 충주서비스센터,충청북도 충주시 국원대로 102 LG BEST SHOP 충주점 3층,"가전 전 제품, PC, 에어컨",,36.9799203149115,127.914662419144
충청,LG전자 제천서비스센터,충청북도 제천시 의림대로 255 LG BEST SHOP 제천점 3층,"가전 전 제품, PC, 에어컨",,37.1500928301971,128.214438723234
충청,LG전자 천안서비스센터,충청남도 천안시 서북구 번영로 181 LG BEST SHOP 천안본점 3층,"가전 전 제품, PC, 에어컨",,36.82607995491186,127.13885710133286
충청,LG전자 아산서비스센터,충청남도 아산시 배방읍 고불로 727 LG BEST SHOP 아산배방점 3층,"가전 전 제품, PC, 에어컨",,36.777407194458604,127.02096998083546
충청,LG전자 공주서비스센터,충청남도 공주시 웅진로 330 LG BEST SHOP 공주점 2층,"가전 전 제품, PC, 에어컨",,36.47111580594365,127.13320258248426
충청,LG전자 홍성서비스센터,충청남도 홍성군 홍성읍 홍성로 103 LG BEST SHOP 홍성점 2층,"가전 전 제품, PC, 에어컨",,36.5953013275037,126.655601952855
광주,LG전자 서광주서비스센터,광주광역시 서구 상무대로 886 LG BEST SHOP 서광주점 3층,"가전 전 제품, PC, 에어컨, 헬스케어",,35.1502293176287,126.859059775863
광주,LG전자 광산서비스센터,광주광역시 광산구 목련로 101 LG BEST SHOP 광산본점 2층,"가전 전 제품, PC, 에어컨",,35.1724539600256,126.808955765549
광주,LG전자 동광주서비스센터,광주광역시 북구 동문대로 144 LG BEST SHOP 동광주점 2층,"가전 전 제품, PC, 에어컨, 헬스케어",,35.1753784732399,126.927349940062
전라,LG전자 전주서비스센터,전북특별자치도 전주시 덕진구 건산로 191 LG BEST SHOP 전주본점 3층,"가전 전 제품, PC, 에어컨",,35.8338735412875,127.158037779249
전라,LG전자 전주서서비스센터,전북특별자치도 전주시 완산구 기린대로 418 LG BEST SHOP 전주서점 3층,"가전 전 제품, PC, 에어컨",,35.832875992660895,127.12317057132927
전라,LG전자 익산서비스센터,전북특별자치도 익산시 무왕로 803 LG BEST SHOP 익산본점 3층,"가전 전 제품, PC, 에어컨",,35.9580564516851,126.982188505589
전라,LG전자 군산서비스센터,전북특별자치도 군산시 수송로 47 LG BEST SHOP 군산점 3층,"가전 전 제품, PC, 에어컨",,35.962801280186135,126.71606806980648
전라,LG전자 목포서비스센터,전라남도 목포시 영산로 136 LG BEST SHOP 목포본점 3층,"가전 전 제품, PC, 에어컨",,34.794499605415,126.387212835503
전라,LG전자 순천서비스센터,전라남도 순천시 중앙로 55 LG BEST SHOP 순천본점 3층,"가전 전 제품, PC, 에어컨",,34.950585388578,127.483969983172
전라,LG전자 여수서비스센터,전라남도 여수시 웅천로 186 LG BEST SHOP 여수점 3층,"가전 전 제품, PC, 에어컨",,34.76153183318012,127.70853351712555
전라,LG전자 광양서비스센터,전라남도 광양시 광양읍 순광로 1147 LG BEST SHOP 광양점 3층,"가전 전 제품, PC, 에어컨",,34.9716097885855,127.582026554199
대구,LG전자 동대구서비스센터,대구광역시 수성구 동대구로 112 LG BEST SHOP 황금본점 3층,"가전 전 제품, PC, 에어컨",,35.8403547169571,128.624688485321
대구,LG전자 북대구서비스센터,대구광역시 북구 칠곡중앙대로 272 LG BEST SHOP 칠곡본점 3층,"가전 전 제품, PC, 에어컨",,35.88768697961845,128.59098471208804
대구,LG전자 서대구서비스센터,대구광역시 달서구 달구벌대로 1607 LG BEST SHOP 달서점 3층,"가전 전 제품, PC, 에어컨",,35.852418218857,128.542049971621
대구,LG전자 성서서비스센터,대구광역시 달서구 성서공단로 228 LG BEST SHOP 성서점 3층,"가전 전 제품, PC, 에어컨",,35.85116339739424,128.5087908666732
경북,LG전자 포항서비스센터,경상북도 포항시 남구 중앙로 355 LG BEST SHOP 포항본점 3층,"가전 전 제품, PC, 에어컨",,36.01354383419225,129.36968546970346
경북,LG전자 북포항서비스센터,경상북도 포항시 북구 학산로 189 LG BEST SHOP 북포항점 3층,"가전 전 제품, PC, 에어컨",,36.05942327840085,129.354549709363
경북,LG전자 구미서비스센터,경상북도 구미시 송원대로 12 LG BEST SHOP 구미본점 3층,"가전 전 제품, PC, 에어컨",,36.10466596846805,128.36338555115884
경북,LG전자 경주서비스센터,경상북도 경주시 원화로 163 LG BEST SHOP 경주점 3층,"가전 전 제품, PC, 에어컨",,35.8361436266368,129.220768523343
경북,LG전자 안동서비스센터,경상북도 안동시 경동로 826 LG BEST SHOP 안동점 3층,"가전 전 제품, PC, 에어컨",,36.56466804321826,128.70131059363257
경북,LG전자 영주서비스센터,경상북도 영주시 광복로 61 LG BEST SHOP 영주점 3층,"가전 전 제품, PC, 에어컨",,36.823183123234216,128.6119173791807
경북,LG전자 김천서비스센터,경상북도 김천시 공단로1길 61 LG BEST SHOP 김천점 3층,"가전 전 제품, PC, 에어컨",,36.13365808949176,128.11724242101474
경북,LG전자 경산서비스센터,경상북도 경산시 중방동로 78 LG BEST SHOP 경산점 3층,"가전 전 제품, PC, 에어컨",,35.83388507018159,128.72718161651554
경북,LG전자 영천서비스센터,경상북도 영천시 창구로 70 LG BEST SHOP 영천점 3층,"가전 전 제품, PC, 에어컨",,35.96192547382401,128.9395559385109
부산,LG전자 덕천서비스센터,부산광역시 북구 만덕대로 53 LG BEST SHOP 덕천점 4층,"가전 전 제품, 에어컨, PC, 모니터",,35.2117606938143,129.010820381021
부산,LG전자 동래서비스센터,부산광역시 동래구 중앙대로 1375 LG BEST SHOP 동래본점 5층,"가전 전 제품, PC, 에어컨, 소모품 판매",,35.209895051987,129.077553222454
부산,LG전자 서면서비스센터,부산광역시 부산진구 새싹로 71 LG BEST SHOP 부산본점 3층,"가전 전 제품, PC",오픈 전(09:00~10:30) 부출입구 이용,35.1631926679419,129.054217197919
부산,LG전자 사하서비스센터,부산광역시 사하구 낙동대로 220 LG BEST SHOP 괴정점 3층,"PC, 소형 가전(청소기 등)",대형 제품은 출장 서비스 이용,35.1002699029067,128.992705667029
부산,LG전자 해운대서비스센터,부산광역시 해운대구 해운대로767번길 7 LG BEST SHOP 장산역점 4층,"가전 전 제품, PC",,35.1677777480245,129.17303618057
울산,LG전자 북울산서비스센터,울산광역시 북구 염포로 168 LG BEST SHOP 북울산본점 4층,"가전 전 제품, PC, 에어컨",,35.560558561543,129.357885031279
울산,LG전자 남울산서비스센터,울산광역시 남구 화합로 166 LG BEST SHOP 남울산점 5층,"PC, 가전 전 제품",TV는 60인치 이하만 가능,35.5393984923848,129.34013724906
경남,LG전자 창원서비스센터,경상남도 창원시 성산구 원이대로 750 LG BEST SHOP 창원본점 3층,"가전 전 제품, PC, 에어컨",,35.222723491394824,128.68132006283463
경남,LG전자 마산서비스센터,경상남도 창원시 마산합포구 동서북15길 29 LG BEST SHOP 마산점 3층,"가전 전 제품, PC, 에어컨",,35.229585405401096,128.57528762725278
경남,LG전자 진주서비스센터,경상남도 진주시 진주대로 1105 LG BEST SHOP 진주본점 3층,"가전 전 제품, PC, 에어컨",,35.17970414171652,128.11619711734045
경남,LG전자 김해서비스센터,경상남도 김해시 가락로 109 LG BEST SHOP 김해본점 3층,"가전 전 제품, PC, 에어컨",,35.2362219946362,128.880906004102
경남,LG전자 거제서비스센터,경상남도 거제시 중곡길 18 LG BEST SHOP 거제점 3층,"가전 전 제품, PC, 에어컨",,34.8909769249465,128.637181912308
경남,LG전자 통영서비스센터,경상남도 통영시 광도면 남해안대로 2804 LG BEST SHOP 통영점 3층,"가전 전 제품, PC, 에어컨",,34.85955296923231,128.42912973950465
경남,LG전자 양산서비스센터,경상남도 양산시 물금읍 가촌로 127 LG BEST SHOP 양산물금점 3층,"가전 전 제품, PC, 에어컨",,35.3218299481203,128.994137262803
경남,LG전자 사천서비스센터,경상남도 사천시 사천읍 사천대로 1 LG BEST SHOP 사천점 3층,"가전 전 제품, PC, 에어컨",,35.08030608429732,128.08403598816926
제주,LG전자 제주서비스센터,제주특별자치도 제주시 연삼로 435 LG BEST SHOP 제주본점 4층,"가전 전 제품, PC, 에어컨",,33.4878129362867,126.482969259804
제주,LG전자 서귀포서비스센터,제주특별자치도 서귀포시 중앙로 62 LG BEST SHOP 서귀포점 3층,"가전 전 제품, PC, 에어컨",,33.25480687887154,126.5681072787765
